date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:25	62382/62382	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668ebcee-f3ae%22	https://eventobonito.com/wp-content/plugins/gdpr-cookie-compliance/dist/scripts/main.js?ver=4.15.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/gdpr-cookie-compliance/dist/scripts/main0fa0.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:27	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%226363e906-26935%22	https://eventobonito.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:27	1191/1191	---MCZ	200	added ('OK')	application/javascript	etag:W/%22628f4cba-4a7%22	https://eventobonito.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.6.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/mediaelement/mediaelement-migrate.minb6a4.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:28	1107/1107	---MCZ	200	added ('OK')	application/javascript	etag:W/%226428d00e-453%22	https://eventobonito.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.6.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/mediaelement/wp-mediaelement.minb6a4.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:29	33913/33913	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-8479%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:30	3653/3653	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-e45%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/infinitescroll/jquery.infinitescroll.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/infinitescroll/jquery.infinitescroll.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:31	37697/37697	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-9341%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/isotope/isotope.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/isotope/isotope.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:32	5520/5520	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654dd4bf-1590%22	https://eventobonito.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/imagesloaded.minbb93.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:33	43326/43326	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-a93e%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/slick/slick.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/slick/slick.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:34	3422/3422	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-d5e%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/jquery-element-resize/jquery_resize.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/jquery-element-resize/jquery_resize.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:35	61274/61274	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-ef5a%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/fancybox/jquery_fancybox.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/fancybox/jquery_fancybox.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:36	18510/18510	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654d2dab-484e%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/justifiedgallery/justifiedgallery.min.js?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/lib/justifiedgallery/justifiedgallery.min724b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:36	6060/6060	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c6ec36-17ac%22	https://eventobonito.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.23.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min28fc.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:37	4997/4997	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c30051-1385%22	https://eventobonito.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:38	73568/73568	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c30051-11f60%22	https://eventobonito.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:39	4307/4307	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660db7f7-10d3%22	https://eventobonito.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/dist/hooks.min2757.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:40	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660db7f7-23b5%22	https://eventobonito.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/dist/i18n.minc33c.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:41	25050/25050	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c6ec36-61da%22	https://eventobonito.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.23.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor-pro/assets/js/frontend.min28fc.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:42	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c30051-2fa6%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:43	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a19298-53d8%22	https://eventobonito.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:44	40249/40249	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c30051-9d39%22	https://eventobonito.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/js/frontend.mind5d5.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:45	42585/42585	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c6ec36-a659%22	https://eventobonito.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.23.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min28fc.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:46	15035/15035	---M--	200	added ('OK')	image/gif	etag:%2266acdc19-3abb%22	https://eventobonito.com/wp-content/plugins/woocommerce-multi-currency/css/images/loading.gif	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce-multi-currency/css/images/loading.gif	(from https://eventobonito.com/wp-content/plugins/woocommerce-multi-currency/css/woocommerce-multi-currency.min.css?ver=2.3.3)
14:18:47	547/547	---M--	200	added ('OK')	image/png	etag:%2266cc7c4b-223%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	(from https://eventobonito.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.5)
14:18:48	20302/20302	---M--	200	added ('OK')	image/webp	etag:%2265db3946-4f4e%22	https://eventobonito.com/wp-content/uploads/2024/02/portada-texturas-color-morado-modeloargentina.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/portada-texturas-color-morado-modeloargentina.png	(from https://eventobonito.com/wp-content/uploads/elementor/css/post-33893.css?ver=1724077872)
14:18:48	22434/22434	---M--	200	added ('OK')	image/webp	etag:%2265db3948-57a2%22	https://eventobonito.com/wp-content/uploads/2024/02/texturas-color-morado-modeloargentina.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/texturas-color-morado-modeloargentina.png	(from https://eventobonito.com/wp-content/uploads/elementor/css/post-33893.css?ver=1724077872)
14:18:49	291480/291480	---M--	200	added ('OK')	image/webp	etag:%2265db9947-47298%22	https://eventobonito.com/wp-content/uploads/2024/02/fondo-dorado-largo.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/fondo-dorado-largo.png	(from https://eventobonito.com/wp-content/uploads/elementor/css/post-33893.css?ver=1724077872)
14:18:50	3835542/3835542	---M--	200	added ('OK')	image/png	etag:%2262ec0860-3a8696%22	https://eventobonito.com/wp-content/uploads/2022/08/xva.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2022/08/xva.png	(from https://eventobonito.com/wp-content/uploads/elementor/css/post-33893.css?ver=1724077872)
14:18:52	263349/263349	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2017:18:51%20GMT	https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/a	C:/Mis%20lugares%20Web/Test/eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/a.60.delayed	(from https://connect.facebook.net/en_US/fbevents.js?v=next)
14:18:54	263373/263373	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2017:18:54%20GMT	https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/POST	C:/Mis%20lugares%20Web/Test/eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/POST	(from https://connect.facebook.net/en_US/fbevents.js?v=next)
14:18:57	263420/263420	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2017:18:56%20GMT	https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/b.resolvedLink	C:/Mis%20lugares%20Web/Test/eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js?v=next)
14:18:57	263407/263407	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2017:18:57%20GMT	https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/schema.org/	C:/Mis%20lugares%20Web/Test/eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js?v=next)
14:18:59	263166/263166	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202024%2017:18:59%20GMT	https://eventobonito.com/signals/iwl.js	C:/Mis%20lugares%20Web/Test/eventobonito.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js?v=next)
14:19:01	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262695899-11f6%22	https://eventobonito.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://eventobonito.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
